GENUS,SPECIES
Streptococcus,raffinolactis
Streptococcus,ratti
Streptococcus,rifensis
Streptococcus,rubneri
Streptococcus,rupicaprae
Streptococcus,saccharolyticus
Streptococcus,salivarius
Streptococcus,salivarius
Streptococcus,salivarius
Streptococcus,saliviloxodontae
Streptococcus,sanguinis
Streptococcus,shiloi
Streptococcus,sinensis
Streptococcus,sobrinus
Streptococcus,suis
Streptococcus,thermophilus
Streptococcus,thoraltensis
Streptococcus,tigurinus
Streptococcus,troglodytae
Streptococcus,troglodytidis
Streptococcus,uberis
Streptococcus,urinalis
Streptococcus,ursoris
Streptococcus,vestibularis
Streptococcus,waius
Streptohalobacillus,
Streptohalobacillus,salinus
Streptomonospora,
Streptomonospora,alba
Streptomonospora,algeriensis
Streptomonospora,amylolytica
Streptomonospora,arabica
Streptomonospora,flavalba
Streptomonospora,halophila
Streptomonospora,nanhaiensis
Streptomonospora,salina
Streptomonospora,sediminis
Streptomyces,
Streptomyces,abietis
Streptomyces,abikoensis
Streptomyces,aburaviensis
Streptomyces,abyssalis
Streptomyces,achromogenes
Streptomyces,achromogenes
Streptomyces,achromogenes
Streptomyces,acidiscabies
Streptomyces,acrimycini
Streptomyces,aculeolatus
Streptomyces,afghaniensis
Streptomyces,africanus
Streptomyces,aidingensis
Streptomyces,alanosinicus
Streptomyces,albaduncus
Streptomyces,albiaxialis
Streptomyces,albidochromogenes
Streptomyces,albidoflavus
Streptomyces,albiflaviniger
Streptomyces,albireticuli
Streptomyces,albofaciens
Streptomyces,alboflavus
Streptomyces,albogriseolus
Streptomyces,albolongus
Streptomyces,alboniger
Streptomyces,albospinus
Streptomyces,albosporeus
Streptomyces,albosporeus
Streptomyces,albosporeus
Streptomyces,alboverticillatus
Streptomyces,albovinaceus
Streptomyces,alboviridis
Streptomyces,albulus
Streptomyces,albus
Streptomyces,albus
Streptomyces,albus
Streptomyces,aldersoniae
Streptomyces,almquistii
Streptomyces,alni
Streptomyces,althioticus
Streptomyces,amakusaensis
Streptomyces,ambofaciens
Streptomyces,aminophilus
Streptomyces,amritsarensis
Streptomyces,anandii
Streptomyces,angustmyceticus
Streptomyces,anthocyanicus
Streptomyces,antibioticus
Streptomyces,antimycoticus
Streptomyces,anulatus
Streptomyces,aomiensis
Streptomyces,arabicus
Streptomyces,araujoniae
Streptomyces,ardus
Streptomyces,arenae
Streptomyces,argenteolus
Streptomyces,armeniacus
Streptomyces,artemisiae
Streptomyces,ascomycinicus
Streptomyces,asiaticus
Streptomyces,asterosporus
Streptomyces,atacamensis
Streptomyces,atratus
Streptomyces,atriruber
Streptomyces,atroaurantiacus
Streptomyces,atroolivaceus
Streptomyces,atrovirens
Streptomyces,aurantiacus
Streptomyces,aurantiogriseus
Streptomyces,auratus
Streptomyces,aureocirculatus
Streptomyces,aureofaciens
Streptomyces,aureorectus
Streptomyces,aureoversilis
Streptomyces,aureoverticillatus
Streptomyces,aureus
Streptomyces,avellaneus
Streptomyces,avermectinius
Streptomyces,avermitilis
Streptomyces,avicenniae
Streptomyces,avidinii
Streptomyces,axinellae
Streptomyces,azaticus
Streptomyces,azureus
Streptomyces,baarnensis
Streptomyces,bacillaris
Streptomyces,badius
Streptomyces,baldaccii
Streptomyces,baliensis
Streptomyces,bambergiensis
Streptomyces,bangladeshensis
Streptomyces,barkulensis
Streptomyces,beijiangensis
Streptomyces,bellus
Streptomyces,bikiniensis
Streptomyces,biverticillatus
Streptomyces,blastmyceticus
Streptomyces,bluensis
Streptomyces,bobili
Streptomyces,bottropensis
Streptomyces,brasiliensis
Streptomyces,brevispora
Streptomyces,bullii
Streptomyces,bungoensis
Streptomyces,burgazadensis
Streptomyces,cacaoi
Streptomyces,cacaoi
Streptomyces,cacaoi
Streptomyces,caelestis
Streptomyces,caeruleatus
Streptomyces,caeruleus
Streptomyces,calidiresistens
Streptomyces,californicus
Streptomyces,calvus
Streptomyces,canarius
Streptomyces,canchipurensis
Streptomyces,candidus
Streptomyces,canescens
Streptomyces,cangkringensis
Streptomyces,caniferus
Streptomyces,canus
Streptomyces,capillispiralis
Streptomyces,capoamus
Streptomyces,carpaticus
Streptomyces,carpinensis
Streptomyces,castelarensis
Streptomyces,catbensis
Streptomyces,catenulae
Streptomyces,caviscabies
Streptomyces,cavourensis
Streptomyces,cavourensis
Streptomyces,cavourensis
Streptomyces,cellostaticus
Streptomyces,celluloflavus
Streptomyces,cellulolyticus
Streptomyces,cellulosae
Streptomyces,champavatii
Streptomyces,chartreusis
Streptomyces,chattanoogensis
Streptomyces,cheonanensis
Streptomyces,chiangmaiensis
Streptomyces,chibaensis
Streptomyces,chilikensis
Streptomyces,chlorus
Streptomyces,chrestomyceticus
Streptomyces,chromofuscus
Streptomyces,chryseus
Streptomyces,chrysomallus
Streptomyces,chrysomallus
Streptomyces,chrysomallus
Streptomyces,chumphonensis
Streptomyces,cinereorectus
Streptomyces,cinereoruber
Streptomyces,cinereoruber
Streptomyces,cinereoruber
Streptomyces,cinereospinus
Streptomyces,cinereus
Streptomyces,cinerochromogenes
Streptomyces,cinnabarinus
Streptomyces,cinnamonensis
Streptomyces,cinnamoneus
Streptomyces,cinnamoneus
Streptomyces,cinnamoneus
Streptomyces,cirratus
Streptomyces,ciscaucasicus
Streptomyces,citreofluorescens
Streptomyces,clavifer
Streptomyces,clavuligerus
Streptomyces,coacervatus
Streptomyces,cochleatus
Streptomyces,cocklensis
Streptomyces,coelescens
Streptomyces,coelicoflavus
Streptomyces,coelicolor
Streptomyces,coeruleoflavus
Streptomyces,coeruleofuscus
Streptomyces,coeruleoprunus
Streptomyces,coeruleorubidus
Streptomyces,coerulescens
Streptomyces,collinus
Streptomyces,colombiensis
Streptomyces,corchorusii
Streptomyces,costaricanus
Streptomyces,cremeus
Streptomyces,crystallinus
Streptomyces,curacoi
Streptomyces,cuspidosporus
Streptomyces,cyaneofuscatus
Streptomyces,cyaneus
Streptomyces,cyanoalbus
Streptomyces,cystargineus
Streptomyces,daghestanicus
Streptomyces,daliensis
Streptomyces,deccanensis
Streptomyces,decoyicus
Streptomyces,demainii
Streptomyces,deserti
Streptomyces,diastaticus
Streptomyces,diastaticus
Streptomyces,diastaticus
Streptomyces,diastatochromogenes
Streptomyces,distallicus
Streptomyces,djakartensis
Streptomyces,drozdowiczii
Streptomyces,durhamensis
Streptomyces,durmitorensis
Streptomyces,echinatus
Streptomyces,echinoruber
Streptomyces,ederensis
Streptomyces,ehimensis
Streptomyces,emeiensis
Streptomyces,endophyticus
Streptomyces,endus
Streptomyces,enissocaesilis
Streptomyces,erringtonii
Streptomyces,erumpens
Streptomyces,erythraeus
Streptomyces,erythrogriseus
Streptomyces,eurocidicus
Streptomyces,europaeiscabiei
Streptomyces,eurythermus
Streptomyces,exfoliatus
Streptomyces,felleus
Streptomyces,fenghuangensis
Streptomyces,ferralitis
Streptomyces,fervens
Streptomyces,fervens
Streptomyces,fervens
Streptomyces,filamentosus
Streptomyces,fildesensis
Streptomyces,filipinensis
Streptomyces,fimbriatus
Streptomyces,fimicarius
Streptomyces,finlayi
Streptomyces,flaveolus
Streptomyces,flaveus
Streptomyces,flavidofuscus
Streptomyces,flavidovirens
Streptomyces,flaviscleroticus
Streptomyces,flavofungini
Streptomyces,flavofuscus
Streptomyces,flavogriseus
Streptomyces,flavopersicus
Streptomyces,flavotricini
Streptomyces,flavovariabilis
Streptomyces,flavovirens
Streptomyces,flavoviridis
Streptomyces,flocculus
Streptomyces,floridae
Streptomyces,fluorescens
Streptomyces,fradiae
Streptomyces,fragilis
Streptomyces,fukangensis
Streptomyces,fulvissimus
Streptomyces,fulvorobeus
Streptomyces,fumanus
Streptomyces,fumigatiscleroticus
Streptomyces,galbus
Streptomyces,galilaeus
Streptomyces,gancidicus
Streptomyces,gardneri
Streptomyces,gelaticus
Streptomyces,geldanamycininus
Streptomyces,geysiriensis
Streptomyces,ghanaensis
Streptomyces,gibsonii
Streptomyces,glaucescens
Streptomyces,glauciniger
Streptomyces,glaucosporus
Streptomyces,glaucus
Streptomyces,globisporus
Streptomyces,globisporus
Streptomyces,globisporus
Streptomyces,globisporus
Streptomyces,globosus
Streptomyces,glomeratus
Streptomyces,glomeroaurantiacus
Streptomyces,glycovorans
Streptomyces,gobitricini
Streptomyces,goshikiensis
Streptomyces,gougerotii
Streptomyces,graminearus
Streptomyces,gramineus
Streptomyces,graminifolii
Streptomyces,graminilatus
Streptomyces,graminisoli
Streptomyces,graminofaciens
Streptomyces,griseiniger
Streptomyces,griseinus
Streptomyces,griseoaurantiacus
Streptomyces,griseobrunneus
Streptomyces,griseocarneus
Streptomyces,griseochromogenes
Streptomyces,griseoflavus
Streptomyces,griseofuscus
Streptomyces,griseoincarnatus
Streptomyces,griseoloalbus
Streptomyces,griseolosporeus
Streptomyces,griseolus
Streptomyces,griseoluteus
Streptomyces,griseomycini
Streptomyces,griseoplanus
Streptomyces,griseorubens
Streptomyces,griseoruber
Streptomyces,griseorubiginosus
Streptomyces,griseosporeus
Streptomyces,griseostramineus
Streptomyces,griseoverticillatus
Streptomyces,griseoviridis
Streptomyces,griseus
Streptomyces,griseus
Streptomyces,griseus
Streptomyces,griseus
Streptomyces,griseus
Streptomyces,guanduensis
Streptomyces,gulbargensis
Streptomyces,hachijoensis
Streptomyces,hainanensis
Streptomyces,haliclonae
Streptomyces,halophytocola
Streptomyces,halstedii
Streptomyces,harbinensis
Streptomyces,hawaiiensis
Streptomyces,hebeiensis
Streptomyces,heilongjiangensis
Streptomyces,heliomycini
Streptomyces,helvaticus
Streptomyces,herbaceus
Streptomyces,herbaricolor
Streptomyces,himastatinicus
Streptomyces,hiroshimensis
Streptomyces,hirsutus
Streptomyces,hokutonensis
Streptomyces,hoynatensis
Streptomyces,humidus
Streptomyces,humiferus
Streptomyces,hundungensis
Streptomyces,hyderabadensis
Streptomyces,hydrogenans
Streptomyces,hygroscopicus
Streptomyces,hygroscopicus
Streptomyces,hygroscopicus
Streptomyces,hygroscopicus
Streptomyces,hygroscopicus
Streptomyces,hygroscopicus
Streptomyces,hypolithicus
Streptomyces,iakyrus
Streptomyces,iconiensis
Streptomyces,incanus
Streptomyces,indiaensis
Streptomyces,indicus
Streptomyces,indigoferus
Streptomyces,indonesiensis
Streptomyces,intermedius
Streptomyces,inusitatus
Streptomyces,ipomoeae
Streptomyces,iranensis
Streptomyces,janthinus
Streptomyces,javensis
Streptomyces,jietaisiensis
Streptomyces,jiujiangensis
Streptomyces,kaempferi
Streptomyces,kanamyceticus
Streptomyces,karpasiensis
Streptomyces,kashimirensis
Streptomyces,kashmirensis
Streptomyces,kasugaensis
Streptomyces,katrae
Streptomyces,kebangsaanensis
Streptomyces,kentuckensis
Streptomyces,kifunensis
Streptomyces,kishiwadensis
Streptomyces,koyangensis
Streptomyces,kunmingensis
Streptomyces,kurssanovii
Streptomyces,labedae
Streptomyces,laceyi
Streptomyces,lacticiproducens
Streptomyces,laculatispora
Streptomyces,ladakanum
Streptomyces,lanatus
Streptomyces,lannensis
Streptomyces,lateritius
Streptomyces,laurentii
Streptomyces,lavendofoliae
Streptomyces,lavendulae
Streptomyces,lavendulae
Streptomyces,lavendulae
Streptomyces,lavenduligriseus
Streptomyces,lavendulocolor
Streptomyces,leeuwenhoekii
Streptomyces,levis
Streptomyces,libani
Streptomyces,libani
Streptomyces,libani
Streptomyces,lienomycini
Streptomyces,lilacinus
Streptomyces,limosus
Streptomyces,lincolnensis
Streptomyces,lipmanii
Streptomyces,litmocidini
Streptomyces,lomondensis
Streptomyces,longisporoflavus
Streptomyces,longispororuber
Streptomyces,longisporus
Streptomyces,longwoodensis
Streptomyces,lopnurensis
Streptomyces,lucensis
Streptomyces,lunalinharesii
Streptomyces,luridiscabiei
Streptomyces,luridus
Streptomyces,lusitanus
Streptomyces,luteireticuli
Streptomyces,luteogriseus
Streptomyces,luteosporeus
Streptomyces,luteoverticillatus
Streptomyces,lydicus
Streptomyces,macrosporus
Streptomyces,malachitofuscus
Streptomyces,malachitospinus
Streptomyces,malaysiensis
Streptomyces,marinus
Streptomyces,marokkonensis
Streptomyces,mashuensis
Streptomyces,massasporeus
Streptomyces,matensis
Streptomyces,mauvecolor
Streptomyces,mayteni
Streptomyces,mediocidicus
Streptomyces,mediolani
Streptomyces,megasporus
Streptomyces,melanogenes
Streptomyces,melanosporofaciens
Streptomyces,mexicanus
Streptomyces,michiganensis
Streptomyces,microflavus
Streptomyces,milbemycinicus
Streptomyces,minutiscleroticus
Streptomyces,mirabilis
Streptomyces,misakiensis
Streptomyces,misionensis
Streptomyces,mobaraensis
Streptomyces,monomycini
Streptomyces,mordarskii
Streptomyces,morookaense
Streptomyces,morookaensis
Streptomyces,muensis
Streptomyces,murinus
Streptomyces,mutabilis
Streptomyces,mutomycini
Streptomyces,naganishii
Streptomyces,nanhaiensis
Streptomyces,nanshensis
Streptomyces,narbonensis
Streptomyces,nashvillensis
Streptomyces,netropsis
Streptomyces,neyagawaensis
Streptomyces,niger
Streptomyces,nigrescens
Streptomyces,nigrifaciens
Streptomyces,nitrosporeus
Streptomyces,niveiscabiei
Streptomyces,niveoruber
Streptomyces,niveus
Streptomyces,noboritoensis
Streptomyces,nodosus
Streptomyces,nogalater
Streptomyces,nojiriensis
Streptomyces,noursei
Streptomyces,novaecaesareae
Streptomyces,ochraceiscleroticus
Streptomyces,odorifer
Streptomyces,olivaceiscleroticus
Streptomyces,olivaceoviridis
Streptomyces,olivaceus
Streptomyces,olivochromogenes
Streptomyces,olivomycini
Streptomyces,olivoreticuli
Streptomyces,olivoverticillatus
Streptomyces,olivoviridis
Streptomyces,omiyaensis
Streptomyces,orinoci
Streptomyces,osmaniensis
Streptomyces,pactum
Streptomyces,panacagri
Streptomyces,panaciradicis
Streptomyces,paracochleatus
Streptomyces,paradoxus
Streptomyces,parvisporogenes
Streptomyces,parvulus
Streptomyces,parvus
Streptomyces,pathocidini
Streptomyces,paucisporeus
Streptomyces,peucetius
Streptomyces,phaeochromogenes
Streptomyces,phaeofaciens
Streptomyces,phaeogriseichromatogenes
Streptomyces,phaeoluteichromatogenes
Streptomyces,phaeoluteigriseus
Streptomyces,phaeopurpureus
Streptomyces,phaeoviridis
Streptomyces,pharetrae
Streptomyces,pharmamarensis
Streptomyces,phosalacineus
Streptomyces,phytohabitans
Streptomyces,pilosus
Streptomyces,platensis
Streptomyces,plicatus
Streptomyces,plumbiresistens
Streptomyces,pluricolorescens
Streptomyces,pluripotens
Streptomyces,polyantibioticus
Streptomyces,polychromogenes
Streptomyces,poonensis
Streptomyces,praecox
Streptomyces,prasinopilosus
Streptomyces,prasinosporus
Streptomyces,prasinus
Streptomyces,pratens
Streptomyces,pratensis
Streptomyces,prunicolor
Streptomyces,psammoticus
Streptomyces,pseudoechinosporeus
Streptomyces,pseudogriseolus
Streptomyces,pseudovenezuelae
Streptomyces,pulveraceus
Streptomyces,puniceus
Streptomyces,puniciscabiei
Streptomyces,purpeofuscus
Streptomyces,purpurascens
Streptomyces,purpureus
Streptomyces,purpurogeneiscleroticus
Streptomyces,qinglanensis
Streptomyces,racemochromogenes
Streptomyces,radiopugnans
Streptomyces,rameus
Streptomyces,ramulosus
Streptomyces,rangoonensis
Streptomyces,rapamycinicus
Streptomyces,recifensis
Streptomyces,rectiverticillatus
Streptomyces,rectiviolaceus
Streptomyces,regensis
Streptomyces,resistomycificus
Streptomyces,reticuliscabiei
Streptomyces,rhizophilus
Streptomyces,rhizosphaericus
Streptomyces,rhizosphaerius
Streptomyces,rimosus
Streptomyces,rimosus
Streptomyces,rimosus
Streptomyces,rishiriensis
Streptomyces,rochei
Streptomyces,rosealbus
Streptomyces,roseiscleroticus
Streptomyces,roseodiastaticus
Streptomyces,roseoflavus
Streptomyces,roseofulvus
Streptomyces,roseolilacinus
Streptomyces,roseolus
Streptomyces,roseosporus
Streptomyces,roseoverticillatus
Streptomyces,roseoviolaceus
Streptomyces,roseoviridis
Streptomyces,ruber
Streptomyces,rubidus
Streptomyces,rubiginosohelvolus
Streptomyces,rubiginosus
Streptomyces,rubrogriseus
Streptomyces,rubrus
Streptomyces,rutgersensis
Streptomyces,rutgersensis
Streptomyces,rutgersensis
Streptomyces,salmonis
Streptomyces,sampsonii
Streptomyces,samsunensis
Streptomyces,sanglieri
Streptomyces,sannanensis
Streptomyces,sanyensis
Streptomyces,sapporonensis
Streptomyces,scabiei
Streptomyces,scabrisporus
Streptomyces,sclerotialus
Streptomyces,scopiformis
Streptomyces,scopuliridis
Streptomyces,sedi
Streptomyces,seoulensis
Streptomyces,septatus
Streptomyces,seranimatus
Streptomyces,setae
Streptomyces,setonii
Streptomyces,shaanxiensis
Streptomyces,shenzhenensis
Streptomyces,showdoensis
Streptomyces,silaceus
Streptomyces,sindenensis
Streptomyces,sioyaensis
Streptomyces,smyrnaeus
Streptomyces,sodiiphilus
Streptomyces,somaliensis
Streptomyces,sparsogenes
Streptomyces,sparsus
Streptomyces,specialis
Streptomyces,spectabilis
Streptomyces,speibonae
Streptomyces,speleomycini
Streptomyces,spheroides
Streptomyces,spinoverrucosus
Streptomyces,spiralis
Streptomyces,spiroverticillatus
Streptomyces,spitsbergensis
Streptomyces,spongiae
Streptomyces,sporocinereus
Streptomyces,sporoclivatus
Streptomyces,spororaveus
Streptomyces,sporoverrucosus
Streptomyces,staurosporininus
Streptomyces,stelliscabiei
Streptomyces,stramineus
Streptomyces,subrutilus
Streptomyces,sulfonofaciens
Streptomyces,sulphureus
Streptomyces,sundarbansensis
Streptomyces,synnematoformans
Streptomyces,syringium
Streptomyces,tacrolimicus
Streptomyces,tanashiensis
Streptomyces,tateyamensis
Streptomyces,tauricus
Streptomyces,tendae
Streptomyces,termitum
Streptomyces,thermoalcalitolerans
Streptomyces,thermoautotrophicus
Streptomyces,thermocarboxydovorans
Streptomyces,thermocarboxydus
Streptomyces,thermocoprophilus
Streptomyces,thermodiastaticus
Streptomyces,thermogriseus
Streptomyces,thermolineatus
Streptomyces,thermonitrificans
Streptomyces,thermospinosisporus
Streptomyces,thermoviolaceus
Streptomyces,thermoviolaceus
Streptomyces,thermoviolaceus
Streptomyces,thermovulgaris
Streptomyces,thinghirensis
Streptomyces,thioluteus
Streptomyces,torulosus
Streptomyces,toxytricini
Streptomyces,tricolor
Streptomyces,tritolerans
Streptomyces,tsukubensis
Streptomyces,tubercidicus
Streptomyces,tuirus
Streptomyces,tunisiensis
Streptomyces,turgidiscabies
Streptomyces,umbrinus
Streptomyces,variabilis
Streptomyces,variegatus
Streptomyces,varsoviensis
Streptomyces,vastus
Streptomyces,venezuelae
Streptomyces,vietnamensis
Streptomyces,vinaceus
Streptomyces,vinaceusdrappus
Streptomyces,violaceochromogenes
Streptomyces,violaceolatus
Streptomyces,violaceorectus
Streptomyces,violaceoruber
Streptomyces,violaceorubidus
Streptomyces,violaceus
Streptomyces,violaceusniger
Streptomyces,violarus
Streptomyces,violascens
Streptomyces,violatus
Streptomyces,violens
Streptomyces,virens
Streptomyces,virginiae
Streptomyces,viridiflavus
Streptomyces,viridis
Streptomyces,viridiviolaceus
Streptomyces,viridobrunneus
Streptomyces,viridochromogenes
Streptomyces,viridodiastaticus
Streptomyces,viridoflavum
Streptomyces,viridosporus
Streptomyces,vitaminophilus
Streptomyces,wedmorensis
Streptomyces,wellingtoniae
Streptomyces,werraensis
Streptomyces,willmorei
Streptomyces,wuyuanensis
Streptomyces,xanthochromogenes
Streptomyces,xanthocidicus
Streptomyces,xantholiticus
Streptomyces,xanthophaeus
Streptomyces,xiamenensis
Streptomyces,xinghaiensis
Streptomyces,xishensis
Streptomyces,yaanensis
Streptomyces,yanglinensis
Streptomyces,yanii
Streptomyces,yatensis
Streptomyces,yeochonensis
Streptomyces,yerevanensis
Streptomyces,yogyakartensis
Streptomyces,yokosukanensis
Streptomyces,youssoufiensis
Streptomyces,yunnanensis
Streptomyces,zagrosensis
Streptomyces,zaomyceticus
Streptomyces,zhaozhouensis
Streptomyces,zinciresistens
Streptomyces,ziwulingensis
Streptosporangium,
Streptosporangium,albidum
Streptosporangium,album
Streptosporangium,amethystogenes
Streptosporangium,amethystogenes
Streptosporangium,amethystogenes
Streptosporangium,anatoliense
Streptosporangium,canum
Streptosporangium,carneum
Streptosporangium,claviforme
Streptosporangium,corrugatum
Streptosporangium,fragile
Streptosporangium,indianense
Streptosporangium,jomthongense
Streptosporangium,longisporum
Streptosporangium,nanhuense
Streptosporangium,nondiastaticum
Streptosporangium,oxazolinicum
Streptosporangium,pseudovulgare
Streptosporangium,purpuratum
Streptosporangium,roseum
Streptosporangium,sandarakinum
Streptosporangium,subroseum
Streptosporangium,violaceochromogenes
Streptosporangium,viridialbum
Streptosporangium,viridogriseum
Streptosporangium,viridogriseum
Streptosporangium,viridogriseum
Streptosporangium,vulgare
Streptosporangium,yunnanense
Streptoverticillium,
Streptoverticillium,abikoense
Streptoverticillium,albireticuli
Streptoverticillium,alboverticillatum
Streptoverticillium,album
Streptoverticillium,ardum
Streptoverticillium,aureoversile
Streptoverticillium,baldaccii
Streptoverticillium,biverticillatum
Streptoverticillium,blastmyceticum
Streptoverticillium,cinnamoneum
Streptoverticillium,cinnamoneum
Streptoverticillium,cinnamoneum
Streptoverticillium,cinnamoneum
Streptoverticillium,cinnamoneum
Streptoverticillium,distallicum
Streptoverticillium,ehimense
Streptoverticillium,eurocidicum
Streptoverticillium,fervens
Streptoverticillium,fervens
Streptoverticillium,fervens
Streptoverticillium,flavopersicum
Streptoverticillium,griseocarneum
Streptoverticillium,griseoverticillatum
Streptoverticillium,hachijoense
Streptoverticillium,hiroshimense
Streptoverticillium,kashmirense
Streptoverticillium,kentuckense
Streptoverticillium,kishiwadense
Streptoverticillium,ladakanum
Streptoverticillium,lavenduligriseum
Streptoverticillium,lilacinum
Streptoverticillium,luteoverticillatum
Streptoverticillium,mashuense
Streptoverticillium,mobaraense
Streptoverticillium,morookaense
Streptoverticillium,netropsis
Streptoverticillium,olivomycini
Streptoverticillium,olivoreticuli
Streptoverticillium,olivoreticuli
Streptoverticillium,olivoreticuli
Streptoverticillium,olivoreticulum
Streptoverticillium,olivoverticillatum
Streptoverticillium,orinoci
Streptoverticillium,parvisporogenes
Streptoverticillium,rectiverticillatum
Streptoverticillium,reticulum
Streptoverticillium,roseoverticillatum
Streptoverticillium,salmonis
Streptoverticillium,sapporonense
Streptoverticillium,septatum
Streptoverticillium,syringium
Streptoverticillium,thioluteum
Streptoverticillium,verticillium
Streptoverticillium,verticillium
Streptoverticillium,viridoflavum
Stygiolobus,
Stygiolobus,azoricus
Subdoligranulum,
Subdoligranulum,variabile
Subsaxibacter,
Subsaxibacter,broadyi
Subsaximicrobium,
Subsaximicrobium,saxinquilinus
Subsaximicrobium,wynnwilliamsii
Subtercola,
Subtercola,boreus
Subtercola,frigoramans
Subtercola,pratensis
Succinatimonas,
Succinatimonas,hippei
Succiniclasticum,
Succiniclasticum,ruminis
Succinimonas,
Succinimonas,amylolytica
Succinispira,
Succinispira,mobilis
Succinivibrio,
Succinivibrio,dextrinosolvens
Sulfitobacter,
Sulfitobacter,brevis
Sulfitobacter,delicatus
Sulfitobacter,donghicola
Sulfitobacter,dubius
Sulfitobacter,geojensis
Sulfitobacter,guttiformis
Sulfitobacter,litoralis
Sulfitobacter,marinus
Sulfitobacter,mediterraneus
Sulfitobacter,noctilucae
Sulfitobacter,noctilucicola
Sulfitobacter,pontiacus
Sulfitobacter,porphyrae
Sulfitobacter,pseudonitzschiae
Sulfobacillus,
Sulfobacillus,acidophilus
Sulfobacillus,benefaciens
Sulfobacillus,disulfidooxidans
Sulfobacillus,sibiricus
Sulfobacillus,thermosulfidooxidans
Sulfobacillus,thermotolerans
Sulfolobus,
Sulfolobus,acidocaldarius
Sulfolobus,brierleyi
Sulfolobus,hakonensis
Sulfolobus,metallicus
Sulfolobus,shibatae
Sulfolobus,solfataricus
Sulfolobus,tokodaii
Sulfolobus,yangmingensis
Sulfophobococcus,
Sulfophobococcus,zilligii
Sulfuricella,
Sulfuricella,denitrificans
Sulfuricurvum,
Sulfuricurvum,kujiense
Sulfurihydrogenibium,
Sulfurihydrogenibium,azorense
Sulfurihydrogenibium,kristjanssonii
Sulfurihydrogenibium,rodmanii
Sulfurihydrogenibium,subterraneum
Sulfurihydrogenibium,yellowstonense
Sulfurimonas,
Sulfurimonas,autotrophica
Sulfurimonas,denitrificans
Sulfurimonas,gotlandica
Sulfurimonas,paralvinellae
Sulfurisoma,
Sulfurisoma,sediminicola
Sulfurisphaera,
Sulfurisphaera,ohwakuensis
Sulfuritalea,
Sulfuritalea,hydrogenivorans
Sulfurivirga,
Sulfurivirga,caldicuralii
Sulfurococcus,
Sulfurococcus,mirabilis
Sulfurococcus,yellowstonensis
Sulfurospirillum,
Sulfurospirillum,alkalitolerans
Sulfurospirillum,arcachonense
Sulfurospirillum,arsenophilum
Sulfurospirillum,barnesii
Sulfurospirillum,cavolei
Sulfurospirillum,deleyianum
Sulfurospirillum,halorespirans
Sulfurospirillum,multivorans
Sulfurovum,
Sulfurovum,aggregans
Sulfurovum,lithotrophicum
Sungkyunkwania,
Sungkyunkwania,multivorans
Sunxiuqinia,
Sunxiuqinia,elliptica
Sunxiuqinia,faeciviva
Sunxiuqinia,rutila
Sutterella,
Sutterella,parvirubra
Sutterella,stercoricanis
Sutterella,wadsworthensis
Suttonella,
Suttonella,indologenes
Suttonella,ornithocola
Swaminathania,
Swaminathania,salitolerans
Swingsia,
Swingsia,samuiensis
Symbiobacterium,
Symbiobacterium,ostreiconchae
Symbiobacterium,terraclitae
Symbiobacterium,thermophilum
Symbiobacterium,turbinis
Symbiotes,
Symbiotes,lectularius
Synergistes,
Synergistes,jonesii
Syntrophaceticus,
Syntrophaceticus,schinkii
Syntrophobacter,
Syntrophobacter,fumaroxidans
Syntrophobacter,pfennigii
Syntrophobacter,sulfatireducens
Syntrophobacter,wolinii
Syntrophobotulus,
Syntrophobotulus,glycolicus
Syntrophococcus,
Syntrophococcus,sucromutans
Syntrophomonas,
Syntrophomonas,bryantii
Syntrophomonas,cellicola
Syntrophomonas,curvata
Syntrophomonas,erecta
Syntrophomonas,palmitatica
Syntrophomonas,sapovorans
Syntrophomonas,wolfei
Syntrophomonas,wolfei
Syntrophomonas,wolfei
Syntrophomonas,zehnderi
Syntrophorhabdus,
Syntrophorhabdus,aromaticivorans
Syntrophospora,
Syntrophospora,bryantii
Syntrophothermus,
Syntrophothermus,lipocalidus
Syntrophus,
Syntrophus,aciditrophicus
Syntrophus,buswellii
Syntrophus,gentianae
Tabrizicola,
Tabrizicola,aquatica
Tahibacter,
Tahibacter,aquaticus
Tahibacter,caeni
Taibaiella,
Taibaiella,chishuiensis
Taibaiella,koreensis
Taibaiella,smilacinae
Tamlana,
Tamlana,agarivorans
Tamlana,crocina
Tamlana,sedimentorum
Tamlicoccus,
Tamlicoccus,marinus
Tangfeifania,
Tangfeifania,diversioriginum
Tannerella,
Tannerella,forsythensis
Tannerella,forsythia
Tanticharoenia,
Tanticharoenia,sakaeratensis
Taonella,
Taonella,mepensis
Tardiphaga,
Tardiphaga,robiniae
Tateyamaria,
Tateyamaria,omphalii
Tateyamaria,pelophila
Tatlockia,
Tatlockia,maceachernii
Tatlockia,micdadei
Tatumella,
Tatumella,citrea
Tatumella,morbirosei
Tatumella,ptyseos
Tatumella,punctata
Tatumella,terrea
Taylorella,
Taylorella,asinigenitalis
Taylorella,equigenitalis
Tectibacter,
Tectibacter,vulgaris
Teichococcus,
Teichococcus,ludipueritiae
Telluria,
Telluria,chitinolytica
Telluria,mixta
Telmatobacter,
Telmatobacter,bradus
Telmatocola,
Telmatocola,sphagniphila
Telmatospirillum,
Telmatospirillum,siberiense
Temperatibacter,
Temperatibacter,marinus
Tenacibaculum,
